,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
0,790299781,iPhone 7 Plus Unlocked,500.0,Used (normal wear),"iPhone 7 Plus Unlocked , 128 GB storage , great condition has little wear on top edges , willing to negotiate , message me for details ",5,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,29 minutes 
1,790215511,Pink iPhone 7 Plus,320.0,Used (normal wear),It is pink and it has no cracks or scratches. It is like brand new and it has 32 GB. There is nothing wrong with the phone. Everything works.,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"El Cajon, CA",El Cajon, CA,5 hours 
2,790202526,iPhone 7,150.0,Used (normal wear),Used cellphone has a few scratches but works good,1,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,5 hours 
3,789268925,iphone 7 plus w/ 32gb +cases,325.0,Used (normal wear),iphone 7 plus w/32gb comes with 1 charging case and 1 kate spade case. ,4,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,6 hours 
4,790164943,iPhone 7 128GB (Jetblack) No problems • Works with any company • Charger and box • Warranty • Hablo español,279.99,Used (normal wear),No description. Ask seller for more details,10,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 hours 
5,790130053,iPhone 7,200.0,Used (normal wear),💵 Price is Firm 💵📱Works on AT&T & CricKet Networks iPhone 7 - 128GB - Space Gray ColorGood Condition. Works well✅Clean IMEI♻️Reset Back to Factory Settings📞Bring your SIM card and make a test call!💵 Price is Firm 💵,3,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,7 hours 
6,790089807,Iphone 7 plus tmobile - read first,145.0,Open box (never used),Good for parts or fix / battery died and after that phone does not turn on anymore ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,8 hours 
7,790047310,IPHONE 7 128Gb Product Red Factory Unlocked Any Carrier,270.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,9 hours 
8,790283792,iPhone 7 plus,250.0,Used (normal wear),Great condition. Unlocked.,2,Local pickup (27 miles away),No shipping INFO!,27.0,,,"Ramona, CA",Ramona, CA,1 hour 
9,790277889,"Iphone 7 128gb - Unlocked, complete with original box and accessories",130.0,Used (normal wear),"Im selling an Iphone 7 128gb that is unlocke which means you can use any carrier sim card on it.  Despite the cracked screen, everything else works great, the touch screen works fine, finger print reader works fine, pretty much everything else works as it should be.  Its come with the genuine unused earphones, charger, and charging cable just not the earphone adapter..Only selling since I upgraded to the iphone 11pro.. No trades and no lowballersCash only",8,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,2 hours 
10,790226110,Iphone 7 plus,250.0,Used (normal wear),32 gb  the phone It works very wellCome with a charger,2,Local pickup (25 miles away),No shipping INFO!,25.0,,,No location INFO!,,,4 hours 
11,787752134,iPhone7 Plus 128GB,320.0,Used (normal wear),Excellent conditionBlack iPhone 7 Plus Includes charger and Wildflower case ,5,Local pickup (22 miles away),Ships for $3.29,22.0,,3.29,"Chula Vista, CA",Chula Vista, CA,5 days 
12,790200478,iphone7 plus rose gold 128 GB,200.0,Used (normal wear),iphone 7 plus rose gold 128 GB   travaja excelente desbloquiado para cualquier compañia iphone 7 plus rose gold 128 GB  unlock for any carrier,6,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,5 hours 
13,790173957,iPhone 7 32gb unlocked,180.0,Used (normal wear),"Phone 7 32gb  A1660 global phone.Unlocked. Works with all carriers, came from Sprint.Fully functional. Works great.Comes with charger only. ",2,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,6 hours 
14,782241487,iPhone 7 Unlocked,280.0,New (never used),iphone 7unlocked to any carrier no icloud locks small crack on bottom left. does not affect phone usage280 or best offer,3,Local pickup (51 miles away),No shipping INFO!,51.0,,,"San Juan Capistrano, CA",San Juan Capistrano, CA,2 weeks 
15,790165283,IPhone 7 with case,150.0,Used (normal wear),Good conditionUnlockedSprintHome button stuckSmall crack on screen protector but screen is not cracked,3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,6 hours 
16,790152266,IPhone 7 Plus carrier unlocked 128gb,325.0,Used (normal wear),"Pick up in Carlsbad Everything works great  Clean IMEI, no iCloud lock Feel free to test before you buy  I consider trade/ $$ off for iPhones working broken even iCloud locked.  Tell me the model, carrier, GB, condition AND HOW MUCH YOU WANT IN TRADE FOR IT ",3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Encinitas, CA",Encinitas, CA,7 hours 
17,790134785,Brand New Factory Unlocked iPhone 7 128GB Black,400.0,New (never used),Brand New Factory Unlocked iPhone 7 128GB Black$400 OBO,8,Local pickup (7 miles away),Ships for $7.49,7.0,,7.49,"Del Mar, CA",Del Mar, CA,7 hours 
18,790060902,Unlocked Iphone 7plus 128gb,215.0,Used (normal wear),Matte black Iphone 7 plus Unlocked128gbMic does not workSmall crack on bottom right $215 or best offer ,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,9 hours 
19,783192449,Unlocked iPhone 7 128GB Silver,257.0,Used (normal wear),"I’m selling my iPhone 7 128GB in Silver. Phone is in good condition and ready for you to take it home. The phone is completely paid off and it’s unlocked to be used with any carrier including (Verizon, T-Mobile, AT&T and every other US Carrier).Model: iPhone 7Color: SilverStorage:128GB IMEI: Clean IMEI and no iCloud Lock (see pictures)Carrier:Unlocked (works with any US carrier or anywhere else in the world including TecelCondition (Excellent condition)Cash OnlyNo Trades No LowballersPrice is firm ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Carlsbad, CA",Carlsbad, CA,1 week 
20,385652388,iPhone 7 Gold 16gb,400.0,Open box (never used),"Fully operational, absolutely nothing wrong with it got a new iPhone so no need for this one,willing to negotiate to a reasonable extent (has SIM card)",4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 years 
21,790211389,iPhone 7 Plus,350.0,Used (normal wear),iPhone 7 Plus unlocked to any carrier and iCloud unlocked Has privacy screen and no cracks on actual screen 128 GB ,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,5 hours 
22,790274835,IPhone 7 Plus rose gold 32 gb,150.0,Used (normal wear),Locked with iCloud. ,2,No delivery INFO!,"Ships from Odenville, AL for $3.29",,"Odenville, AL",3.29,"Odenville, AL",Odenville, AL,2 hours 
23,784233858,Samsung galaxy note 8 unlocked,349.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",8,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
24,790169294,iPhone 7 Plus 128GB (Gold rose) Like new • Works with any company • Charger and box • Warranty • Hablo español,379.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",9,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 hours 
25,790160219,Iphone 7 128GB,350.0,Used (normal wear),No description. Ask seller for more details,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,7 hours 
26,790145077,Iphone 7 ANY CARRIER 128GB,260.0,Used (normal wear),Iphone 7128GBANY CARRIERGreat conditionTrusted Seller,11,Local pickup (26 miles away),No shipping INFO!,26.0,,,"San Diego, CA",San Diego, CA,7 hours 
27,790123597,iPhone 7,150.0,Used (normal wear),iPhone 7 32g Good condition ,2,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,8 hours 
28,790076988,iPhone 7,225.0,New (never used),BRAND NEW!UnlockedAny carrier Amazing batteryGold colorANY OFFER WELCOME!,5,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,9 hours 
29,790019324,iPhone 7,220.0,Reconditioned/Certified,iPhone 7 32GB. Like new no scratches or dents! ,4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,10 hours 
30,790283606,iphone 7 plus Red,400.0,Used (normal wear),Perfect condition no scratches ,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Lemon Grove, CA",Lemon Grove, CA,1 hour 
31,790284342,iPhone 7,150.0,Used (normal wear),iPhone 7Working condition Phone is unlocked ,1,No delivery INFO!,"Ships from Tucson, AZ for $7.49",,"Tucson, AZ",7.49,"Tucson, AZ",Tucson, AZ,1 hour 
32,790260732,iPhone 7 Plus Factory Unlocked 32gb,350.0,Reconditioned/Certified,IPhone 7 Plus Factory Unlocked 32gb,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,3 hours 
33,790182156,iPhone 7 Plus,250.0,Used (normal wear),Sprint paid off. 32 gb great condition I just upgraded,2,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,6 hours 
34,790170036,iPhone 7 Plus 128GB (Black) Great condition • Works with any company • Warranty • Charger and box,379.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",8,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 hours 
35,790166707,iPhone 7 128GB (Red) Like new • Works with any company • Warranty • Charger and box • Hablo español,279.99,Used (normal wear),No description. Ask seller for more details,12,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 hours 
36,790295718,iPhone 7 Plus,200.0,Other (see description),(Dead )used for parts ,2,No delivery INFO!,"Ships from Stockton, CA for $7.49",,"Stockton, CA",7.49,"Stockton, CA",Stockton, CA,56 minutes 
37,790152095,iPhone 7 Plus,300.0,Open box (never used),Great Condition (include charger & earphones).,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,7 hours 
38,790137199,"iPhone 7 -32Gb, Used with Charger Included",200.0,Used (normal wear),"This phone comes with screen- glass protector. Used with Tmobile, but can be used with any carrier. Comes in original box. Ships to the lower 48 states.",2,Local pickup (13 miles away),Ships for $7.49,13.0,,7.49,"Santee, CA",Santee, CA,7 hours 
39,790115959,iPhone 7 32gb with new earphones & charger,190.0,Used (normal wear),"iPhone 7 32gb works fine the only reason I’m selling it is because the screen is cracked & I just bought a new phone, you can easily fix the screen for 60$. Unlocked & paid off.  Comes with new earphones and charger. ",4,Local pickup (27 miles away),No shipping INFO!,27.0,,,"Oceanside, CA",Oceanside, CA,8 hours 
40,790057208,iPhone 7 Plus rose gold,300.0,Open box (never used),iPhone 7 Plus32 GIGFactory unlocked for all GSM carriers Clean iCloud Clean imei Paid off Comes with iPhone box I phone in good condition ,7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,9 hours 
41,790001563,IPHONE 7 256Gb Factory Unlocked any Carrier,280.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"National City, CA",National City, CA,11 hours 
42,789955635,IPHONE 7 plus perfect condition,300.0,Open box (never used),Used one owner excellent condition. ,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,12 hours 
43,789942150,iPhone 7 Rose gold,300.0,Used (normal wear),Good conditions no crack or scratches iPhone 7 Rose gold 32 GBS ,5,Local pickup (49 miles away),No shipping INFO!,49.0,,,"Mission Viejo, CA",Mission Viejo, CA,12 hours 
44,790260126,iPhone 7,225.0,Used (normal wear),Phone is in great condition. Few scratches on the back and along the top. Screen recently replaced. ,4,No delivery INFO!,"Ships from Austin, TX for $3.29",,"Austin, TX",3.29,"Austin, TX",Austin, TX,3 hours 
45,789844847,IPHONE 7 Plus 32Gb Factory Unlocked,315.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,14 hours 
46,789748618,iPhone 7-64GB unlocked,250.0,Used (normal wear),"Mint condition, minor scratches. Software works perfect and runs like new. Selling because I upgraded. Is unlocked too.",2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"Encinitas, CA",Encinitas, CA,1 day 
47,789728078,iPhone 7 rose gold,200.0,Used (normal wear),iPhone 7 rose gold really great condition Pick up only,2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
48,789682499,iPhone 7 Plus Jet Black 128GB,300.0,Used (normal wear),128GB jet black ,6,Local pickup (a mile away),No shipping INFO!,1.0,,,"San Diego, CA",San Diego, CA,1 day 
49,789655464,IPHONE 7 128Gb Jet Black Factory Unlocked,270.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",5,Local pickup (16 miles away),No shipping INFO!,16.0,,,"National City, CA",National City, CA,1 day 
50,789587880,iPhone 7 32gb,250.0,Used (normal wear),No description. Ask seller for more details,4,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Encinitas, CA",Encinitas, CA,1 day 
51,789529117,IPHONE 7 with case,230.0,Used (normal wear),Sprint but is unlocked. Always been in case. Small scratch on one side very minuscule. The case has some scratches. Needs a new screen protector as its scratched. Can take more pics if requested. Game of thrones case with bumpers on all sides. Small pop socket. Can meet from chula vista to Mira Mesa. Depends on the day. ,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 day 
52,789465521,Apple iPhone 7 Plus 256gb Unlocked Read Description,240.0,Used (normal wear),"Selling my iPhone 7 plus 256gb. SIM tray needs to be replaced, I have the original but the vacuum ate it and tweaked it. It's still under  warranty for a couple years. Phone has been unlocked from AT&T Like new, no scratches,nicks or dings. I will include a fold over leather case. Please review last picture for full phone report. Buyer pickup in El Cajon.",5,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,1 day 
53,789418498,IPHONE 7+ MAT BLACK USED NORMAL,210.0,Used (normal wear),iPhone 7+ in normal ware and tear. Works like normal just roughed up on the outsides Unlocked ,5,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,1 day 
54,789378974,iPhone 7 metro/T-Mobile only,250.0,Open box (never used),I have a brand new iphone7 works only with metro or T-Mobile box everything included ,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Harbison Canyon, CA",Harbison Canyon, CA,1 day 
55,789223111,Iphone 7,300.0,Used (normal wear),Selling an iPhone 7 rose pink 32GB in good condition I just upgrade for another phone it’s from Verizon...selling the phone by itself asking $300,4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 day 
56,789172247,Unlocked IPhone 7 32 gb,250.0,Used (normal wear),No description. Ask seller for more details,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,2 days 
57,789138818,iPhone 7 Plus 128gig unlocked,270.0,Used (normal wear),Firm on price Looking to upgrade Firm,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
58,789089061,Rose Gold iPhone 7 128gb A1660 (Excellent Condition),300.0,Used (normal wear),Flawless and Excellent Working Condition Rose Gold iPhone 7 128GB Apple Factory Unlocked Model A1660Includes: iPhone and OtterBox Symmetry Case,1,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,2 days 
59,788956014,iPhone 7 Plus 128GB,200.0,Used (normal wear),128GBJet BlackT-Mobile/ Metro PCSWorks greatClean IMEIScreen cost $55 to replace $200 ,4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 days 
60,788882350,iPhone 7 128gb From apple store,225.0,Used (normal wear),iPhone 7 128gb. Small crack in upper right corner of front. Hasn’t effected anything while using. Good condition. Whit front and rose gold back. Upgraded. Bought from apple store. Should be able to switch to any provider. Check with your provider first. ,6,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Carlsbad, CA",Carlsbad, CA,2 days 
61,788772768,iPhone 7 Plus,300.0,Used (normal wear),Used in a really goood condition iPhone 7 Plus no scratches on screen 128 GB and it is factory unlocked for any career. And a really good price let me know for more questions it works with no problem clean IMEI and everything .,7,Local pickup (20 miles away),Ships for $7.49,20.0,,7.49,"El Cajon, CA",El Cajon, CA,2 days 
62,788668280,iPhone 7 Plus 128gb (AT&T),350.0,Used (normal wear),"The iPhone 7 Plus is in great condition. No cracks, no scratches.  Camera works!!! AT&T",3,Local pickup (51 miles away),No shipping INFO!,51.0,,,"Dana Point, CA",Dana Point, CA,3 days 
63,788647236,iPhone 7 Plus (unlocked),340.0,Used (normal wear),Great good condition. ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,3 days 
64,788136488,iPhone 7,140.0,Used (normal wear),(Locked to sprint) ( back camera doesn’t work but can get fixed) besides all that it works perfectly fine.     *PRICE FIRM*,2,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,3 days 
65,788538934,IPHONE 7 PLUS 128GB WHITE,350.0,Used (normal wear),IPHONE 7 PLUS 128GB PHONR FOR SALE IN GREAT CONDITION IN CASE ITS ENTIRE LIFE  YES THE PHONE IS UNLOCKED SO CAN BE USED WITH MULTIPLE CARRIERS ... no issues with phone no cracks no replacements no scratches .... serious buyers only ABSOLUTELY NO TRADES CASH ONLY ... selling$350 firm no negotiate if you ask for lower price I will not respond ... not trying to be rude just no exceptions at all. ,4,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,3 days 
66,788428507,IPhone 7 Plus 32gb,200.0,Used (normal wear),For T-Mobile or metro pcs works great ready to be used.,3,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Diego, CA",San Diego, CA,3 days 
68,788242434,BLACK IPHONE 7 PLUS,300.0,Used (normal wear),"very very good conditioned phone. Absolutely no scratches or cracks on screen and the back as well is very smooth! - in good shape, good battery life-camera is working perfectly(Just selling it bc I got a new phone) ",4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"San Marcos, CA",San Marcos, CA,4 days 
69,788198153,Iphone 7 LOCKED great condition,125.0,Reconditioned/Certified,No description. Ask seller for more details,2,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Spring Valley, CA",Spring Valley, CA,4 days 
70,790279629,iPhone 7+,350.0,New (never used),iPhone 7+ New ,4,No delivery INFO!,"Ships from Miami, FL for $10.99",,"Miami, FL",10.99,"Miami, FL",Miami, FL,2 hours 
71,788069158,iPhone 7 Black 32gb T Mobile,180.0,Used (normal wear),Phone is in good condition. VERY small crack on the top right corner. Very hard to see does not interfere with screen at all. Phone was used with t mobile. All buttons work. Comes with a case. No charger cable. Price is firm due to condition and GB storage. ,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,4 days 
72,787911891,iPhone 7 for parts,100.0,Used (normal wear),"iPhone 7 no service issue. Cannot be activated.The phone is in good condition, no scratches, or dings and dents. Selling because couldn't activate after updating to latest iOS.No accessories. Just the device.",2,Local pickup (20 miles away),Ships for $3.29,20.0,,3.29,"El Cajon, CA",El Cajon, CA,4 days 
73,787791991,iPhone 7 Plus Gold Rose,350.0,Used (normal wear),Like New In Great Conditions Has Screen Protector I Will Even Included 7 cases No Cracks no Scratches Unlocked ,4,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,5 days 
75,787634869,iPhone 7 32GB (UNLOCKED)T-Mobile MetroPCs 🇲🇽 MEXICO CHIP AT&T Verizon Cricket sprint,270.0,Used (normal wear),iPhone :   iPhone (7)Storage :  128Gb Carrier : (Unlocked)AllColor :     SilveriCloud : Unlocked  ESn : CleanPhone is in good condition fully functional speakers cameras buttons no issues at all no cracks at all on the  LCD . 32 gb asking 260$I also have Matte black ask .32 gb serious buyers please as we sell daily on here .. come with chargers.,7,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
76,787586720,Red IPhone 7 Plus,300.0,Used (normal wear),IPhone 7 Plus red Unlocked No water damage & no cracked screenWorks perfectly fine📲🔋Only issue with the phone is the back camera is not cracked but has a like in the inside and my appear when you take a pic. However you can fix this for $40 ,10,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
77,787504715,Apple iPhone 7 32gb gold unlocked clean imei,230.0,Other (see description),"Unlocked cell phone Buy from a trusted seller Clean  Imei and Clear iCloud Apple iPhone 7 32gb gold unlocked Fully functions and No issues Factory unlocked Gsm readyAT&T, Tmobile Mexico Telcel Movistar lusacell Simple mobile , Metro pcs Straight talk , H20Red pocket Lycamobile Also if you have a phone you want to sell , new or used , let me know ! Cash only please / will Meet at a local Starbucks No Paypal no Venmo no shipping Serious buyers and No games please ",6,Local pickup (36 miles away),No shipping INFO!,36.0,,,"Pala, CA",Pala, CA,5 days 
78,787370322,New iPhone 7 PLUS matte black,400.0,Used (normal wear),Brand new iPhone 7 Plus matte blackIt is unlocked32gbs,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,6 days 
79,787334342,iPhone 7 Plus 32 GB,375.0,Reconditioned/Certified,only used for a year,2,Local pickup (4 miles away),No shipping INFO!,4.0,,,"San Diego, CA",San Diego, CA,6 days 
81,786800898,iPhone 7,175.0,Used (normal wear),32 gbColor: BlackExcelente condición Carrier: Sprint,6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 days 
82,787200425,IPHONE 7+ 32gb (glossy edition),310.0,Used (normal wear),"iPhone 7+  32gb (Black glossy)For Metro & T-Mobile Very good condition, Works great,No cracks, No scratches,Clean IMEI.",7,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,6 days 
83,786961843,iPhone 7,100.0,Used (normal wear),32GB iPhone 7 for saleWorks great but the screen is cracked (as shown) I have Sprint but the phone is unlocked and can be used with any carrier. ,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,6 days 
84,786924605,iPhone 7 sprint 32g space grey clean esn,220.0,Used (normal wear),iPhone 7 sprint space grey 32g with symmetry otter box. Phone is in good condition everything works no issues. Clean esn paid off ready to be used with sprint. ,5,Local pickup (17 miles away),No shipping INFO!,17.0,,,"San Diego, CA",San Diego, CA,6 days 
85,786783928,Iphone 7 Pink Unlock,215.0,Used (normal wear),Iphone 7 Pink Unlock 32 gb in good conditions ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
86,786600052,Unlocked iphone 7 plus,430.0,Used (normal wear),"Black in colorReady to activate with all major carriers32gb storage capacitySpecial offer up price of $430!Phones come with warranty and a chargerLocated @ 830 east vista way, Unit.215. 92084",2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Vista, CA",Vista, CA,1 week 
87,786538269,"iPhone 7 Plus 128gb T Mobile,Metro PCS ONLY",295.0,Reconditioned/Certified,I have for sale iPhone 7 Plus 128gb for T Mobile or Metro PCS ONLY excellent conditions comes with tempered glass no charger just the phone,3,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,1 week 
88,786457198,Brand new iPhone 7 with charger no problems,300.0,New (never used),Brand new never used unlocked ,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 week 
89,786440565,iPhone 7 32gb Blacklisted *IPod Use*,180.0,Used (normal wear),"iPhone 7 32gb Blacklisted T-Mobile Phone is in good condition no cracks or major damage just scratches on the borders, ready to go can be used as an iPod or unlocked - phone was reported as lost through an insurance claim so it will need to be unlocked to be used with T-Mobile again Asking for $180 Cash only No trades *LOW BALLERS WILL BE BLOCKED*",6,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 week 
