,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
36,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:09,True,Unknown,7011734674,False,7.893485586560033
37,New Google Pixel 4 XL Large 64gb Clearly White Verizon GA020J,690,2019-12-01 13:22,True,Unknown,7030275845,True,78.20678627569698
38,"Pixel 4 128GB, Clearly White, Unlocked",700,2019-11-29 16:14,True,Unknown,7029263816,False,72.89210102597463
39,Wanted Apple Product’s Surface Book Galaxy Note 10 Google pixel 4 Xl,2560,2019-11-13 12:13,True,Unknown,7019446302,True,78.07808595720475
40,Google Pixel 3XL 128GB,150,2019-11-26 15:03,True,Unknown,7023842377,False,25.09691749180224
41,Google Pixel 1 XL 32GB Unlocked TMobile At&t Verizon,150,2019-11-22 14:08,True,like new,7008829147,True,74.18516347798732
42,WANTED Apple iPhone 11 Pro Max Macbook Pro Air IPad Surface Book Watch,2540,2019-12-01 13:03,True,Unknown,7030274112,True,77.92294210923852
43,"Iphone 11 pro max 64 , 11 xr  used , apple watch series 5 gps (wanted)",8900,2019-12-01 12:02,True,Unknown,7030233837,True,81.26773710899215
44,Wanted Apple Macbook Air Pro iPad IMac Surface Book Phones Camera,2560,2019-11-30 12:10,True,Unknown,7029706697,True,78.07808595720475
45,Cellphone charger Power bank Power Brick,0,2019-11-30 06:05,True,new,7017738943,True,78.20678627569698
46,"Iphone 11 pro max 64 , 11 xr  used , apple watch series 5 gps (wanted)",8900,2019-11-28 13:46,True,Unknown,7028699898,True,81.26773710899215
47,Wanted Apple products Macbook iPad iWatch iPhone 11 Pro Max Surface,2540,2019-11-27 11:03,True,Unknown,7028185088,True,77.92294210923852
48,Million Dollars Worth of Computer Internet Marketing Courses for Ecomm,0,2019-11-26 22:57,True,Unknown,7027897537,False,72.93831092070634
49,"Cash 4 iphone any condition 7,7plus,8plus,xs,xr,max,11",200,2019-11-26 20:55,True,Unknown,7027893836,True,79.28158092296593
50,Wanted Electronic’s Macbook Air IPad Surface Book iMac iPhone iWatch,2540,2019-11-26 11:42,True,Unknown,7027619559,True,77.92294210923852
51,"Iphone 11 pro max 64 , 11 xr  used , apple watch series 5 gps (wanted)",8900,2019-11-25 14:00,True,Unknown,7027091474,True,81.26773710899215
52,Wanted Camera Canon Nikon Sony iPhone Macbook iPad Pro  Surface Book,2540,2019-11-25 10:23,True,Unknown,7026923840,True,77.92294210923852
53,Pay Cash! iPhone Macbook Pro Air iPad Surface Book Galaxy Note 10 plus,2540,2019-11-24 09:58,True,Unknown,7026308259,True,77.92294210923852
54,Paying CASH for iPhones iPads Galaxy MacBook - ANY Carrier Condition,0,2019-12-01 13:55,True,Unknown,7030306431,True,72.08268181468601
55,Grandstream GXV3240 Android VoIP phone,75,2019-11-30 08:42,True,like new,7029536321,True,53.90952776605185
56,"WE BUY IPHONE 11, 11pro, 11 MAX, Xs max new/locked",0,2019-11-29 10:04,True,Unknown,7029032936,True,84.16024059495307
57,$$$ CASH BUYER FOR ANDROID GALAXY IPHONE PHONE SELL MY CELL MONEY $$$,1000,2019-11-26 14:50,True,good,7027747605,True,73.90746803054301
58,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-26 14:24,True,Unknown,7027731240,True,86.47812253661107
59,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-25 16:53,True,Unknown,7027191797,True,86.47812253661107
60,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-25 15:02,True,Unknown,7027131730,True,86.47812253661107
61,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-25 12:49,True,Unknown,7027040397,True,86.47812253661107
62,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-24 12:41,True,Unknown,7026414134,True,86.47812253661107
63,WANT---BUY----BUYER---iPhone 11 Pro X S MAX iPad Macbook iCloud,7777,2019-11-24 10:40,True,Unknown,7026335714,True,86.47812253661107
64,Verizon Google Pixel 4 - 64gb orange,520,2019-11-29 12:00,True,Unknown,7023545199,True,103.51342862463724
65,Google Pixel 4,700,2019-11-28 12:57,True,new,7028678920,False,107.18229539384836
66,Brand New Google Pixel 4 Unlocked,600,2019-11-27 16:41,True,Unknown,7028376781,True,105.4851197357623
67,MINT Unlocked Google Pixel 4,625,2019-11-27 13:32,True,like new,7028280707,True,130.2403327384436
68,Google Pixel 3a,400,2019-12-01 15:27,True,new,7030357668,False,99.68914124314236
69,Google Pixel USB Type C Earbuds,25,2019-11-27 07:34,True,new,7024359160,True,130.24155960780413
70,"Wanted nest , iPhone , google pixel , Samsung galaxy , laptop , apple",0,2019-11-18 11:04,True,Unknown,7022537472,True,113.2962510806706
71,FS/Trade: Puma Biomega Disko Boston Folding Bicycle Bike Red,300,2019-12-01 17:28,True,Unknown,7027160493,False,92.32697266279153
72,CASH FOR IPHONES!!!!! CASH FOR SMARTPHONES !!!!! SELLING YOUR PHONE?,1000000,2019-12-01 15:45,True,Unknown,7030369524,False,105.93130275664969
73,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-12-01 11:23,True,Unknown,7030206483,True,111.80756538358224
74,WE BUY PHONES! NEW USED BROKEN! IPHONE/ANDROID/MACBOOK/SAMSUNG/GALAXY/,4400,2019-12-01 07:04,True,Unknown,7030045924,True,69.86728567691907
75,CASH CASH CASH FOR IPHONES,10000000,2019-11-30 16:59,True,Unknown,7029869587,False,105.93130275664969
76,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-30 14:09,True,Unknown,7029786050,True,111.80756538358224
77,WE BUY IPHONE iPad Pro USED OR LOCKED IPHONES 7 8 x XR xs max SEALED,999,2019-11-30 13:59,True,Unknown,7029779330,True,99.68914124314236
78,Wanted iPhone 11 x Max xs xr MacBook Pro canon Nikon dell hp buyer wtb,25000,2019-11-30 13:07,True,Unknown,7029745928,True,78.25548587831234
79,BUYER---BUY----iPhone 11 Pro X S MAX 8 8 Plus iPad Macbook iCloud,7777,2019-11-30 10:34,True,Unknown,7029634086,True,99.25352217593077
80,CASH FOR BRAND NEW AND USED IPHONES,1000000,2019-11-30 08:59,True,Unknown,7029557727,False,105.93130275664969
81,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-30 03:47,True,Unknown,7029412443,True,111.80756538358224
82,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-30 03:46,True,Unknown,7029412341,True,111.80756538358224
83,Ca$$h 4 UR IPHONES/GALAXY’S,1,2019-11-29 15:04,True,fair,7027829982,True,100.098359499325
84,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-29 13:15,True,Unknown,7029167233,True,111.80756538358224
85,Qi WirelessCharging Pad S10/S9/S9+/S8/S8 +/ iPhone X/Xs/ Max /R/ 8/8+,15,2019-11-29 12:47,True,new,7025289938,True,96.91795213282565
86,Qi WirelessCharging Pad S10/S9/S9+/S8/S8 +/ iPhone X/Xs/ Max /R/ 8/8+,15,2019-11-29 09:43,True,new,7025187933,True,96.91795213282565
87,SELLING AN IPHONE? WE PAY CASH !!!!,100000,2019-11-28 20:28,True,Unknown,7028794121,False,105.93130275664969
88,WE BUY PHONES! NEW USED BROKEN! IPHONE/ANDROID/MACBOOK/SAMSUNG/GALAXY/,1800,2019-11-28 10:18,True,Unknown,7028624528,True,87.4809489533833
89,PHONE BUYER! TOP DOLLAR! 562 281 7446,5900,2019-11-28 07:21,True,Unknown,7028550537,True,85.7080083410102
90,New oem galaxy pixel apple screen and battery Fix Screen,0,2019-11-27 23:39,False,Unknown,7028472053,False,104.83507877343207
91,WE BUY IPHONE iPad Pro USED OR LOCKED IPHONES 7 8 x XR xs max SEALED,999,2019-11-27 17:41,True,Unknown,7028400396,True,99.68914124314236
92,CASH FOR BRAND NEW AND USED IPHONES,100000,2019-11-27 16:18,True,Unknown,7028368813,False,105.93130275664969
93,➤➤ Cell Phone Repair Shop + Consumer Electronics,14900,2019-11-27 16:07,True,Unknown,7028335992,True,106.50240060740512
94,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-27 15:16,True,Unknown,7028340906,True,111.80756538358224
95,WE BUY PHONES! NEW USED BROKEN! IPHONE/ANDROID/MACBOOK/SAMSUNG/GALAXY/,5000,2019-11-27 10:14,True,Unknown,7028149133,True,88.67386868412122
96,NEW Samsung Galaxy iPhone Wireless Qi Charging Pad (Fast Charge),50,2019-11-27 08:09,True,new,7010695794,True,130.24138140778103
97,Qi WirelessCharging Pad S10/S9/S9+/S8/S8 +/ iPhone X/Xs/ Max /R/ 8/8+,15,2019-11-27 06:28,True,new,7023871487,True,96.91795213282565
98,PHONE BUYER! TOP DOLLAR! 562 281 7446,2000,2019-11-26 18:21,True,Unknown,7027849263,True,83.22539511891763
99,wanted iPhone xr iPhone xs iPhone xs max samsung galaxy note s8 s9 plu,0,2019-11-26 14:53,True,Unknown,7027749015,True,113.2962510806706
100,CASH ON THE SPOT iPhone X XS XS Max XR Samsung iPHONE 11 PRO MAX 11+,888,2019-11-26 11:56,True,Unknown,7027629692,True,119.04830750911715
101,BUYER---BUY----iPhone 11 Pro X S MAX 8 8 Plus iPad Macbook iCloud,7777,2019-11-26 11:56,True,Unknown,7027630243,True,99.25352217593077
102,WE BUY IPHONE iPad Pro USED OR LOCKED IPHONES 7 8 x XR xs max SEALED,1000,2019-11-26 11:56,True,Unknown,7027630294,True,99.68914124314236
103,We Buy Phones 💰💰! call/text (562) 281-7446! TOP DOLLAR!,450,2019-11-26 11:15,True,Unknown,7027599558,True,81.26773710899215
104,Cash for iPhone X xr xs Max 11 pro max MacBook canon Nikon tv hp dell,25000,2019-11-26 10:17,True,Unknown,7027554190,True,76.42715250000211
105,"TOP  IPHONE BUYER We buy iphone 11 pro max unlocked iPhone XS 8, xsm",900,2019-11-26 09:32,True,good,7027517843,True,99.68914124314236
106,iPhone Buyers ___ Top Prices Macbook iPhone X iPad,10000,2019-11-26 09:30,True,Unknown,7027515603,True,76.85134773941174
107,mac thunderbolt to regular usb adapter,10,2019-11-25 22:59,True,Unknown,7027300752,False,117.92936179171062
108,WE PAY CASH FOR IPHONES !!!!,10000000,2019-11-25 19:52,True,Unknown,7027263138,False,105.93130275664969
109,BUYER---BUY----iPhone 11 Pro X S MAX 8 8 Plus iPad Macbook iCloud,7777,2019-11-25 15:01,True,Unknown,7027131184,True,99.25352217593077
110,"Wanted Nest Canon camera , go pro iPhone iPad laptop Samsung drone",0,2019-11-25 14:02,True,Unknown,7027092729,True,113.2962510806706
111,WE PAY CASH FOR IPHONES !!! NEW AND USED,1000000,2019-11-25 11:12,True,Unknown,7026964922,False,105.93130275664969
112,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-25 11:00,True,Unknown,7026954876,True,111.80756538358224
113,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-25 10:59,True,Unknown,7026954160,True,111.80756538358224
114,"TOP  IPHONE BUYER We buy iphone 11 pro max unlocked iPhone XS 8, xsm",900,2019-11-24 14:18,True,good,7026471732,True,99.68914124314236
115,WE BUY IPHONE iPad Pro USED OR LOCKED IPHONES 7 8 x XR xs max SEALED,1000,2019-11-24 14:10,True,Unknown,7026467198,True,99.68914124314236
116,Wanted iPhone 11 X xr xs Max pro max MacBook canon Nikon ipad hp dell,25000,2019-11-24 12:58,True,Unknown,7026424493,True,76.42715250000211
117,"Top I phone Buyer, Top Samsung Buyer, Top Mac books Buyer, Gift cards",1000,2019-11-24 08:56,True,like new,7026268899,True,100.098359499325
118,"~WANTED ~BUYING IPHONES , MACBOOK,IPADS,AIRPODS, BUY IPHONE 11 PRO",0,2019-11-24 07:49,True,Unknown,7026229792,True,111.80756538358224
119,"Top I phone Buyer, Top Samsung Buyer, Top Mac books Buyer, Gift cards",1000,2019-11-24 06:57,True,like new,7026203654,True,100.098359499325
