,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
0,IPhone X Case Game Console Play Gameboy Tetris,10,2019-12-01 18:50,True,new,7029185110,False,13.058698165001628
1,iPhone X 256GB,500,2019-12-01 17:32,True,Unknown,7025869113,True,10.246047191510852
2,iPhone X 256GB,480,2019-12-01 17:32,True,Unknown,7028269839,True,10.246047191510852
3,FIRM PRICE! NEW Premium Red Case for iPhone X or XS,15,2019-12-01 16:33,True,new,7013102786,False,11.36474645482835
4,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,15,2019-12-01 16:32,True,new,7013107965,False,11.36474645482835
5,Firm Price! Brand New Wallet Case for iPhone X or XS,15,2019-12-01 16:24,True,new,7017206091,False,11.36474645482835
6,Cellphone battery pack for iPhone X or Iphone XS,30,2019-12-01 15:09,True,like new,7017024626,False,18.544331350715467
7,256gb IPhone X unlocked for Verizon,539,2019-12-01 15:09,True,like new,7017398991,False,18.544331350715467
8,BUYER%% NEED=ED==iPHONE 11-X,0,2019-12-01 15:07,True,like new,7029089516,False,9.588559419973983
9,iPhone X,180,2019-12-01 13:51,True,good,7030301952,False,14.37831245773691
10,BUYER%% NEED=ED==iPHONE 11-X,0,2019-12-01 12:20,True,like new,7029089511,False,9.588559419973983
11,iPhone X 256GB Brand New,600,2019-12-01 09:47,True,new,7027802022,False,14.37831245773691
12,//**X-men: Days Of Future Past iPhone 7 Plus Mint - //**Y-men - - -,100,2019-12-01 09:42,True,Unknown,7030063709,True,11.533039986076774
13,//**X-men: Days Of Future Past iPhone 7 Plus Mint - //**Y-men - - -,100,2019-12-01 09:05,True,Unknown,7030063700,True,11.827944727210436
14,256GB IPHONE Xs Unlocked for any carrier W/Warranty+Brand new accessor,675,2019-12-01 08:09,True,like new,7017440649,False,18.544331350715467
15,iPhone X 64GB,550,2019-11-30 23:34,True,like new,7029967766,True,17.66698088930733
16,iPhone X 256 black,450,2019-11-30 20:26,True,like new,7029936104,True,15.55465522632655
17,iPhone X 64GB AT&T Silver Unlocked,500,2019-11-30 19:44,True,excellent,7029925101,False,5.174588678026387
18,Space Grey iPhone X - 256GB - Great Condition - Unlocked,150,2019-11-30 19:09,True,excellent,7029913034,True,9.333879685355683
19,LIFEPROOF FRE IPHONE X CASE BRAND NEW!!,60,2019-11-30 18:37,True,new,7023537820,False,12.026527656315686
20,Iphone X 64Gb,550,2019-11-30 16:45,True,like new,7029862104,True,17.66698088930733
21,256GB IPHONE X Unlocked works with any cellphone carrier W/Brand new a,545,2019-11-30 16:41,True,like new,7029824757,False,18.544331350715467
22,256GB IPHONE X Unlocked for any carrier +BRAND NEW ACCESSORIES,545,2019-11-30 15:59,True,like new,7029810386,False,9.333879685355683
23,X-MAX LOCKED 1oS IPHONE top BUYER@XS..XR..X ###,0,2019-11-30 15:09,True,Unknown,7028553086,False,14.400094573339953
