,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
0,789542593,Google Pixel 3 64BG,400,Used (normal wear),Selling my Google Pixel 3. It’s the 64 GB version. My company upgraded my personal phone for me so I don’t need this anymore. In perfect working condition. ,4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Carlsbad, CA",Carlsbad, CA,6 hours 
1,788645855,Google Pixel 3 XL - 64gb,380,Used (normal wear),Minor scuffs shown in photos. Will include type C charging cable and brick. Feel free to message me for any additional information ,5,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Poway, CA",Poway, CA,2 days 
2,787486604,Google Pixel 3 XL - unlocked,350,Used (normal wear),Brand new - used for less than a month,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,4 days 
3,786037116,"Google Pixel 3, Unlocked",500,Used (normal wear),No description. Ask seller for more details,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Poway, CA",Poway, CA,1 week 
4,779965506,Pixel 3a 64GB mint condition,250,Used (normal wear),Google pixel 3a with 64GB of storage space factory unlocked for any carrier. Has been tested and works perfectly. 3A is actually bigger than pixel 3. Comes with box but may not have a charger.  In mint condition and works perfectly. Has clean  esn and ready for activation. You can test it with your Sim card if you like. ,4,Local pickup (11 miles away),Ships for $7.49,11.0,,7.49,"San Diego, CA",San Diego, CA,2 weeks 
5,769504105,Unlocked 64gb Pixel 3 XL w/ Google home,350,Used (normal wear),"Excellent condition unlocked Google pixel 3 XL with charger, usb-c headphones, headphone adapter, case and Google home mini. ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"La Mesa, CA",La Mesa, CA,1 month 
6,758843178,Google Pixel 3 XL CDMA Verizon 128 gb,275,Reconditioned/Certified,Slight crack in upper right hand corner. Priced to sell ,4,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 month 
7,756041037,"Google Pixel 3 XL, Unlocked, 64GB, Factory Unlocked",450,Open box (never used),Like new,5,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,2 months 
8,710454935,Motorola G7 POWER compare Google pixel3 xl,140,New (never used),This Motorola G7 power is an awesome phone I compare it to the Google pixel 3 XL it comes with the unlimited data plan from MetroPCS of $65 it is active,1,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,4 months 
9,674688090,Google pixel 3 unlock,300,Used (normal wear),In great condition unlocked for any carrier ,2,Local pickup (22 miles away),No shipping INFO!,22.0,,,"El Cajon, CA",El Cajon, CA,6 months 
10,789089617,Google pixel 3xl 64GB ***tiny issue****,Sold!,Used (normal wear),Google pixel 3 xl with 64GB factory unlocked Google edition. Top right corner has a minor imperfection which doesn't affect the functionality of the phone.  Has been tested and works perfectly. Clean esn and ready for activation on any network. Comes with charger. You can test the phone with a Sim card if you like. I have 30 day warranty. ,5,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 day 
11,787163174,Google pixel 3 xl,350,Open box (never used),Vendo mi pixel Nada malo con el solo que compre otro Tengo la caja accesorios nuevos,4,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Oceanside, CA",Oceanside, CA,5 days 
12,786341082,64gb unlocked white Google Pixel 3 XL,350,Used (normal wear),"Excellent condition unlocked Google pixel 3 XL with charger, usb-c headphones, headphone adapter, case and Google home mini. ",2,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Spring Valley, CA",Spring Valley, CA,6 days 
13,765518911,Google pixel 3 TRADE,123,Used (normal wear),Google pixel 3 black 64GB has a small crack on the screen protector but works fine comes with case looking to trade for a iphone I AM NOT SELLING IT,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 month 
