,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
0,789638090,Samsung Galaxy S8 plus...64GB...desbloqueado para cualquier compañía....solo ponle el chip de tu compañía y ya esta listo para usar.....,Sold!,Used (normal wear),No rayado ni quebrado...,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,3 hours 
1,788345863,Samsung Galaxy S8 64Gb Factory Unlocked Any Carrier,245,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
2,788275845,Samsung Galaxy S8 (G950U1),250,Reconditioned/Certified,"SAMSUNG GALAXY S8 G950U1 64GB FACTORY UNLOCKED ANDROID SMARTPHONE - BLACK -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-(-⭐⭐⭐⭐PAYMENT METHODS⭐⭐⭐⭐-)  _____________________________________________________PAYPALBITCOINGOOGLE PAYVENMO (COMING SOON)(-⭐⭐⭐⭐FREE SHIPPING ⭐⭐⭐⭐-) _____________________________________________________(-👉👉PICK-UPS ARE NOT PERMITTED👈👈-)(-⭐⭐⭐⭐PRODUCT DESCRIPTION⭐⭐⭐⭐-) _____________________________________________ This Galaxy S8 is in manufacturer refurbished condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Galaxy S8 is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice. _____________________________________________ (-⭐⭐⭐⭐PACKAGE CONTENTS:⭐⭐⭐⭐-) - Galaxy S8 - Lightning USB-C Cable - UL Approved Power Adapter",4,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,3 days 
3,787652887,Samsung galaxy s8 plus,150,Used (normal wear),Samsung galaxy s8 plus unlocked for any carrier 64 gb has crack on both sides but still works great the screen has no issues 150 OBO,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,4 days 
4,787448172,Samsung Galaxy s8 Active 64Gb Factory Unlocked,225,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",4,Local pickup (18 miles away),Ships for $3.29,18.0,,3.29,"Chula Vista, CA",Chula Vista, CA,4 days 
5,786901764,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,295,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
6,786551295,Samsung Galaxy S8 Active 64GB No issues • Unlocked for any carrier • Charger • Warranty • Hablo español,229.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,6 days 
7,786195319,Samsung galaxy S8 unlocked,240,Used (normal wear),pequeño detalle en pantalla pero ninguna falla en el teléfono.. 64 gb desbloqueado!!!,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,1 week 
8,785347968,Samsung Galaxy s8 Active,250,Open box (never used),"Factory Reset Galaxy s8 ActiveT MobileComes with: Screen Protector, Case, Phone Charger",6,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
9,784571252,Samsung Galaxy s8 T-Mobile + Unlocked,270,Used (normal wear),"Samsung Galaxy S8 smartphone in great condition. Originally from T-Mobile but it has been unlocked for GSM global carriers (AT&T, Telcel, etc.).Great condition, almost like new. Only phone included. Factory reset.Open to offers but No lowballers.Tags: cell, cellphone, phone, S-8, S 8, tmobile, ATT, MovistarCondition: Great,  almost Like new",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
