,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
339,784203937,Samsung galaxy S8 Unlocked,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
340,784070095,"iPhone 7 Plus Rare (Product)Red 128Gb(Unlocked)All Carriers TMobile MetroPcs,AT&T🇲🇽 chip Telcel",370,Used (normal wear),"iPhone : 7  plus Color :  RedStorage : 128 Carrier : (Unlocked all carriers)ESN/IMEI : CLEANICLOUD: (unlocked)  Beautiful  Red128 Gb storage iCloud (UNLOCKED)all carriers AT&T T-Mobile Verizon, Obama sim, Metro pcs ,Cricket,Sprint, any country 🇲🇽 MEXICO Telcel Movistar everything fully functional No (cracks) speakers, cameras, buttons no issues  great for Gift .buy with confidence as we sell daily on here family owned shop.30 day warranty .phone will come with charger seen in picture box if requested..good seller good reviews) serious buyers only PLEASE!!",10,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
341,784054576,iPhone 7 Plus boost Mobile,300,Used (normal wear),iPhone 7 Plus Boost Mobile ,1,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Lemon Grove, CA",Lemon Grove, CA,1 week 
342,784011877,iPhone 7 - 256GB - Unlocked att,225,Used (normal wear),Unlocked AT&T iPhone 7 excellent condition. 256 GB.  Case and charger and box included. Price is firm. Located in Bernardo Heights. ,6,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 week 
343,783967375,iPhone 7 unlocked | Store | Warranty,249,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
344,783957727,Iphone 7 plus Any Carrier 128GB,350,Used (normal wear),Iphone 7 plus128GBAny carrierPerfect ConditionTrusted Seller,7,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,1 week 
345,783895898,iPhone 7,350,Used (normal wear),Brand new !! Comes with earphones ChargerCaseWe can negotiate the price ,1,Local pickup (14 miles away),No shipping INFO!,14.0,,,"National City, CA",National City, CA,1 week 
346,783882216,iPhone 7 plus 32 gb unlocked,349,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",7,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
347,783818502,Samsung galaxy S8 unlocked - excellent condition,249,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",11,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
348,783731967,IPhone 7 Plus Carrier unlocked 32 GB,275,Used (normal wear),"Pick up in Carlsbad Everything works great  Clean IMEI, no iCloud lock Feel free to test before you buy  I consider trade/ $$ off for iPhones working broken even iCloud locked.  Tell me the model, carrier, GB, condition AND HOW MUCH YOU WANT IN TRADE FOR IT ",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"Carlsbad, CA",Carlsbad, CA,1 week 
349,783634234,UNLOCKED iPhone 7 Plus 128gb Matte Black,320,Used (normal wear),"Almost perfect condition iPhone 7 Plus 128gb in Matte Black. No cracks anywhere everything works perfectly. Unlocked to be used with any carrier. Clean imei and no icloud lock, has always been kept in a case. Comes with house charger. Serious buyers only please. NO TRADES, cash only low ballers will be ignored. Hablo Español.",2,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,1 week 
350,783525149,iPhone 7 Plus 128Gb Matte (Unlocked)All Carriers T-Mobile MetroPcs AT&T 🇲🇽Chip Telcel Cricket..,380,Used (normal wear),"iPhone : 7  plus Color :  MatteBlack Storage : 128GbCarrier : (Unlocked all carriers)ESN/IMEI : CLEANICLOUD: (unlocked)  Beautiful  Black 128 Gb storage iCloud (UNLOCKED)all carriers AT&T T-Mobile Verizon, Obama sim, Metro pcs ,Cricket,Sprint, any country 🇲🇽 MEXICO Telcel Movistar everything fully functional No (cracks) speakers, cameras, buttons no issues  great for Gift .buy with confidence as we sell daily on here family owned shop.30 day warranty .phone will come with box and charger seen in picture good seller good reviews) serious buyers only PLEASE!",6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
352,783462773,Iphone 7 Matte black 128gb Unlocked,Sold!,Used (normal wear),Excellent condition. No scratches or cracks. Used with Tmobile ,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 week 
353,783377437,iPhone 7 128gb unlocked,275,New (never used),No description. Ask seller for more details,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
354,783320738,iPhone 7 Plus 128 gigs,300,Used (normal wear),Percent condition unlocked ,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 week 
355,783251602,iPhone 7. T-Mobile. 160.00 but I’ll do 150 if you hit me up now. Good condition.,150,Used (normal wear),"Good condition. T-mobile. Faded just a lil bit in the back. 150.00 right now!! Come get it off of me, charger and case included",5,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Escondido, CA",Escondido, CA,1 week 
357,782861673,iPhone 7 Plus ( Tracfone) locked,150,Used (normal wear),"Perfect work . Locked , tracfone just 64gb iCloud clean Available. Final price 150$ ",5,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,1 week 
358,782842205,iPhone 7+ (black 32 BG),450,Used (normal wear),"In good condition, comes with screen protector, 8 cases, original charger, original headphones and USB cable... (unblocked) ",7,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Escondido, CA",Escondido, CA,1 week 
359,782631856,iPhone 7 Plus 32GB,225,Used (normal wear),"iPhone 7 Plus - rose gold - 32GB. Works great, just upgraded at the new iPhone. Carrier: Sprint $250",1,Local pickup (22 miles away),Ships for $3.29,22.0,,3.29,"El Cajon, CA",El Cajon, CA,1 week 
360,782380513,iPhone 7 32 GB Unlocked,Sold!,Open box (never used),iPhone 7  32gb       Rose gold    Unlocked Phone is perfect condition works with any carrier or company Worldwide you can use overseas or Mexico And phone comes with everything which you see on the pictures.                  Price is firm $200 ,4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,1 week 
361,782307801,IPhone 7 128g,250,Used (normal wear),No description. Ask seller for more details,3,Local pickup (3 miles away),Ships for $10.99,3.0,,10.99,"San Diego, CA",San Diego, CA,2 weeks 
362,782126606,Iphone 7 jet black 128 mint condition,250,Open box (never used),"Perfect  condition, clean esn ",2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,2 weeks 
363,651677559,iPhone 7 T-Mobile/Metro,220,Used (normal wear),iCloud unlock No issues besides cracked screenNo lowballs,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,2 weeks 
364,781793537,iPhone 7 Plus,220,Used (normal wear),iPhone 7 Plus just erased my current Apple ID in it so it’s basically brand new I just need to get rid of it it works perfectly it was previously with T-Mobile I recently got a new iPhone and since I paid this one off I don’t want it anymore so let me know if interested! $220.00 I have the charger too ,5,Local pickup (37 miles away),No shipping INFO!,37.0,,,"Fallbrook, CA",Fallbrook, CA,2 weeks 
365,781703555,iPhone 7 32gb unlocked,300,Reconditioned/Certified,Works very well Have had it for a year only Like new,4,Local pickup (21 miles away),No shipping INFO!,21.0,,,"El Cajon, CA",El Cajon, CA,2 weeks 
366,781651463,Iphone 7 - 128 GB - Unlocked - W/ accessories,349.99,Used (normal wear),"The phone is in great condition with box.Unlocked, will work with all carriers.Original apple cover.Fully paid IMEI is attached you can check.",12,Local pickup (17 miles away),No shipping INFO!,17.0,,,"La Mesa, CA",La Mesa, CA,2 weeks 
367,781521331,I phone 7s 28gb,150,Used (normal wear),iPhone 7’s crack on front screen nothing major . Working condition NOT STOLEN NOT LOCKED . T mobile is the carrier .! ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 weeks 
368,781380370,iPhone 7,325,Used (normal wear),Good conditionjust screen protector is cracked325 or best offer ,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Escondido, CA",Escondido, CA,2 weeks 
369,781218707,Brand new IPHONE 7,240,New (never used),BRAND NEW WITH SERVICE TAXES AND CASE/TEMPER GLASS INCLUDED 5406 el cajon blvd san diego CA ,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
370,780939405,Iphone 7 plus,100,Used (normal wear),Clearly there is something wrong . This is pretty much for parts only,2,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Oceanside, CA",Oceanside, CA,2 weeks 
371,780681310,IPhone 7 Plus,300,Used (normal wear),Still in good condition phone is unlocked 32 gb,2,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Spring Valley, CA",Spring Valley, CA,2 weeks 
372,780589230,iPhone 7+,250,Used (normal wear),Works great 32gb using boost,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 weeks 
373,464616577,Apple iPhone 7 256GB AT&T Black - 3PA,504.99,Reconditioned/Certified,All items in the store have been fully tested and working properly. They come with a 15 day money back guarantee and a 90 day warranty.,2,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,2 weeks 
374,780415380,Apple iPhone 7 - 128GB - jet black,210,Used (normal wear),( Unlocked )New screen replaced by appleWorks with all carriers ,2,Local pickup (22 miles away),No shipping INFO!,22.0,,,"San Marcos, CA",San Marcos, CA,2 weeks 
375,652369649,iPhone 7,180,New (never used),Great ,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"La Mesa, CA",La Mesa, CA,2 weeks 
376,780369929,iPhone 7 unlocked 128gb,275,Used (normal wear),iCloud unlocked Cash only ,2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,2 weeks 
378,779942839,iPhone 7 32gb black,240,Open box (never used),Bought this 2 months agoAlso has a case No scratches From t-mobile ,3,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Vista, CA",Vista, CA,2 weeks 
380,779816529,iPhone 7 jet black 128 GB,250,Used (normal wear),"No cracks, works like new shoot offers! ",4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"National City, CA",National City, CA,2 weeks 
381,779700648,iPhone 7 Plus 128GB,450,New (never used),In good condition,2,Local pickup (43 miles away),No shipping INFO!,43.0,,,"Temecula, CA",Temecula, CA,2 weeks 
382,779588396,iPhone 7 Rose Gold,250,Used (normal wear),Unlocked Everything works good Screen is cracked but nothing that can’t be fixed ,6,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
383,779505122,iPhone 7 - 32GB,200,Used (normal wear),"iPhone 7 in good condition, always kept in case. 32GB. ",2,Local pickup (33 miles away),No shipping INFO!,33.0,,,"Alpine, CA",Alpine, CA,2 weeks 
384,779251023,iPhone 7 32 gb unlocked,279,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",6,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 weeks 
385,779074355,IPHONE 7 32GB Factory Unlocked Any Carrier,215,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"National City, CA",National City, CA,2 weeks 
386,778896944,iPhone 7 Plus,300,Reconditioned/Certified,"Brand new screen and brand new battery, works perfect, I bought this brand new from the Apple store, unblocked from every carrier, 256 gigs, I have the iPhone 10smax now so I have no use for it. When I had it it was always in the case.  ",5,Local pickup (49 miles away),No shipping INFO!,49.0,,,"Mission Viejo, CA",Mission Viejo, CA,2 weeks 
388,789665533,"Unlocked IPhone 7 32 GB Black, Excellent Condition",180,Used (normal wear),Included : IPhone 7 32 GB Black                 Charger (Cord and Wall Plug)                 Free IPhone 7 Case                 iPhone 7 boxORIGINAL OWNERSCREEN HAS NO SCRATCHES (Used screen protector whole time with phone)UNLOCKEDNO DAMAGE Condition: Like New ,8,Local pickup (79 miles away),Ships for $7.49,79.0,,7.49,"Anaheim, CA",Anaheim, CA,1 hour 
389,789352306,Iphone 7 32 gb silver,215,Used (normal wear),No description. Ask seller for more details,2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,9 hours 
390,789670027,iPhone 7 Plus matte black,300,Used (normal wear),No scratches No cracksLike newStraight talk 32gigs,4,No delivery INFO!,"Ships from Las Vegas, NV for $7.49",,"Las Vegas, NV",7.49,"Las Vegas, NV",Las Vegas, NV,1 hour 
391,789177576,iPhone 7 Plus - 128GB Unlocked!,275,Used (normal wear),"iPhone 7 Plus 128GB - BlackUNLOCKED Very Good Condition Includes charging cable, Apple box, glass screen protector and Pong Case. Normal wear: 2 minor scratches on screen and minor scratch on top of phone but works great you don’t notice them when using the phone. Has new Apple Battery from Apple store that was put in last December. Price is FIRM, I will ignore any lower offers.  Cash only local buyer must be willing to meet somewhere local for sale. Thank you ",4,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,20 hours 
392,789168954,iPhone 7 unlocked for all carriers 128 gb,230,Reconditioned/Certified,iPhone 7 unlocked for all carriers 128 gb iPhone 7 desbloqueado para cualquier compañía 128 gb ,3,Local pickup (25 miles away),No shipping INFO!,25.0,,,"San Diego, CA",San Diego, CA,21 hours 
393,789127032,iPhone 7 unlocked,185,Used (normal wear),IPhone 7 unlocked 32 gb ,1,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
394,789062105,iPhone 7 unlocked 32gb,Sold!,Used (normal wear),iPhone 7 black unlocked. Kept in perfect condition.Comes with case Asking $200 obo,4,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Marcos, CA",San Marcos, CA,1 day 
395,788956014,iPhone 7 Plus 128GB,200,Used (normal wear),128GBJet BlackT-Mobile/ Metro PCSWorks greatClean IMEIScreen cost $55 to replace $200 ,4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 day 
396,788883803,iPhone 7 32 gb,Sold!,Used (normal wear),iPhone 7 32 gb  comes with a clear case and carrier is tmobile and metro pcs230 or best offer 180 or170 is the least but send your offers and  see if we can work something out ,4,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 day 
397,788851134,Iphone 7 Plus 128G,250,Used (normal wear),"Iphone 7 Plus 128G Works good, no problems Unlocked for any carrierPlease no lowballers, you will be ignored ",2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
398,788821231,IPhone 7,Sold!,Used (normal wear),iPhone 7 32 go works great carrier unlocked will trade for ps4 or Xbox one with cash on top ,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"National City, CA",National City, CA,1 day 
399,788816603,Iphone 7 + Plus Any carrier 128GB,Sold!,Used (normal wear),Iphone 7 Plus Red limited editionAny carrier 128GBGreat conditionTrusted seller,9,Local pickup (25 miles away),No shipping INFO!,25.0,,,"San Diego, CA",San Diego, CA,1 day 
401,788668280,iPhone 7 Plus 128gb (AT&T),350,Used (normal wear),"The iPhone 7 Plus is in great condition. No cracks, no scratches.  Camera works!!! AT&T",3,Local pickup (51 miles away),No shipping INFO!,51.0,,,"Dana Point, CA",Dana Point, CA,1 day 
402,788647480,iPhone 7 plus 128gb,270,Used (normal wear),"iphone 7 plus 128gb unlocked to any carrier,no icloud lock cracked but everything still works as new ",2,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,2 days 
403,788613151,iPhone 7 Plus unlocks,100,Used (normal wear),It’s used but the home button and the volume not working it stopped working recently I’mPretty sure it’s an easy fix but I don’t have time to take to apple store.,2,Local pickup (15 miles away),Ships for $3.29,15.0,,3.29,"La Mesa, CA",La Mesa, CA,2 days 
404,788494965,IPHONE 7 32Gb Factory Unlocked Any Carrier,215,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"National City, CA",National City, CA,2 days 
405,788360381,IPhone 7 plus 32 GB with 5 cases,280,Used (normal wear),"Rose gold IPhone 7 plus Used in good condition Comes with 5 cases32GB Unblocked / desbloqueado Good to use with any company art, cricket, metro, telcel, Movistar ",5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
406,788248478,iPhone 7,250,Used (normal wear),Unlocked for any carrier32GB$250 ,2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,3 days 
408,788198153,Iphone 7 LOCKED great condition,125,Reconditioned/Certified,No description. Ask seller for more details,2,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Spring Valley, CA",Spring Valley, CA,3 days 
409,788092816,iPhone 7 Plus,200,Used (normal wear),128GBJet BlackT-Mobile/ Metro PCSWorks greatClean IMEIScreen cost $55 to replace $200,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,3 days 
410,788010593,iPhone 7 $300 each one,300,Reconditioned/Certified,iPhone 7 32 g   $300 each one Works on T-móvil ,3,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Vista, CA",Vista, CA,3 days 
411,787895912,iphone 7 plus,175,Used (normal wear),att 128 gigs jet black everything’s works perfectly just need to replace the mic easy fix just have no time comes with box and charger,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,3 days 
412,787791991,iPhone 7 Plus Gold Rose,350,Used (normal wear),Like New In Great Conditions Has Screen Protector I Will Even Included 7 cases No Cracks no Scratches Unlocked ,4,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,4 days 
413,787720519,Iphone 7 plus,300,Used (normal wear),Couple of scratches on screen and phone. Its 128 gb limited edition. Works perfectly fine. Includes charger. Factory unlock and icloud unlocked,6,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 days 
414,787626225,"iPhone 7 Plus Black -32GB(Unlocked)All Carriers T-Mobile MetroPcs,Verizon Mexico 🇲🇽 Telcel AT&T!",325,Used (normal wear),"iPhone : 7  plus Color :  BlackStorage : 32GbCarrier : (Unlocked all carriers)ESN/IMEI : CLEANICLOUD: (unlocked)  Beautiful  Black 32 Gb storage iCloud (UNLOCKED)all carriers AT&T T-Mobile Verizon, Obama sim, Metro pcs ,Cricket,Sprint, any country 🇲🇽 MEXICO Telcel Movistar everything fully functional No (cracks) speakers, cameras, buttons no issues  great for Gift .buy with confidence as we sell daily on here family owned shop.30 day warranty .phone will come with box and charger seen in picture good seller good reviews) serious buyers only PLEASE!",8,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,4 days 
