,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
0,790833966,iPhone 7 32gb,180,New (never used),iPhone 7 32gbUnlocked ,2,Local pickup (43 miles away),No shipping INFO!,43.0,,,"Temecula, CA",Temecula, CA,31 minutes 
1,790795287,iPhone 7 Gold 32 GB,310,New (never used),"New Unboxed iPhone 7 w/ Verizon. 1 Year Apple Warranty Unlocked after 60 days for other carriers. ( It's been 2 days after purchase, so 58 days until unlocked )",4,Local pickup (86 miles away),Ships for $7.49,86.0,,7.49,"Fontana, CA",Fontana, CA,3 hours 
2,385652388,iPhone 7 Gold 16gb,400,Open box (never used),"Fully operational, absolutely nothing wrong with it got a new iPhone so no need for this one,willing to negotiate to a reasonable extent (has SIM card)",4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 years 
3,789418498,IPHONE 7+ MAT BLACK USED NORMAL,210,Used (normal wear),iPhone 7+ in normal ware and tear. Works like normal just roughed up on the outsides Unlocked ,5,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,2 days 
4,790780638,iPhone 7 32gb,150,Used (normal wear),iPhone 7 has a few scratches on the screen not noticable when using. Rest of the phone is in very good condition like new. Comes with a $150 Barney's NY case. Locked to att,3,Local pickup (6 miles away),Ships for $7.49,6.0,,7.49,"San Diego, CA",San Diego, CA,4 hours 
5,790763478,Apple iPhone 7,200,Used (normal wear),💵 Price is Firm 💵📱Works on AT&T & CricKet Networks iPhone 7 - 128GB - Space Gray ColorGood Condition. Works well✅Clean IMEI♻️Reset Back to Factory Settings📞Bring your SIM card and make a test call!💵 Price is Firm 💵,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,4 hours 
6,790761405,Brand new! Sealed iPhone 7 128gb,360,New (never used),Bought this and it didn’t arrive on time for my daughters birthday so I had to get a different one.  Still sealed and never used!  Rose gold 128gb ,1,Local pickup (24 miles away),No shipping INFO!,24.0,,,No location INFO!,,,4 hours 
7,790743440,Iphone 7 Plus 32 gb Unlocked,Sold!,Used (normal wear),Has a small crack! Screen work perfect! 250 obo,6,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Spring Valley, CA",Spring Valley, CA,5 hours 
8,790717729,Iphone 7 plus como nuevo compañia boos mobil 280 dlls,280,Used (normal wear),Iphone 7 plus como nuevo un mes de uso  conpañia boos mobil 280 dlls ,2,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,6 hours 
9,790587264,iPhone 7 32GB T Mobile,180,Used (normal wear),Phone is in good condition. VERY small crack on the top right corner. Very hard to see does not interfere with screen at all. Phone was used with t mobile. All buttons work. Comes with a case. No charger cable. Price is firm due to condition and GB storage. ,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,10 hours 
10,790822968,Black unlocked iphone 7 (128GB) for sale,299,Open box (never used),"This is a black unlocked iphone 7 with 128GB storage. I have kept and used in with extra care and there is absolutely no dent, damage or scratch on it at all. This is an excellent condition phone (like never been used). Please contact me if you are interested in.Thank you,",9,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 hour 
11,790820666,iPhone 7 128GB UNLOCKED FOR ANY NETWORK HAS CRACKS ON GLASS ONLY LCD NOT DAMAGED HOME BUTTON STOP WORKING AFTER CRACKS,190,Used (normal wear),ASSISTED ON SCREEN IS USE AS HOME BUTTON ,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 hour 
12,790815864,iPhone 7 UNLOCKED,240,Used (normal wear),"UNLOCKED FOR ANY CARRIERPhone Is in great condition,no cracks No iCloud lock256gb",2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,2 hours 
13,783192449,Unlocked iPhone 7 128GB Silver,257,Used (normal wear),"I’m selling my iPhone 7 128GB in Silver. Phone is in good condition and ready for you to take it home. The phone is completely paid off and it’s unlocked to be used with any carrier including (Verizon, T-Mobile, AT&T and every other US Carrier).Model: iPhone 7Color: SilverStorage:128GB IMEI: Clean IMEI and no iCloud Lock (see pictures)Carrier:Unlocked (works with any US carrier or anywhere else in the world including TecelCondition (Excellent condition)Cash OnlyNo Trades No LowballersPrice is firm ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Carlsbad, CA",Carlsbad, CA,2 weeks 
